Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
B000K0H0OO,Tell No One,,A237Z1BLANO5YK,"B. Bunker ""bb""",1/1,4.0,1178496000,A Cheesy NYT Best Selling Suspense Novel -- I LOVED IT!,"For a cookie cutter suspense novel, this one rises to the top. Don't miss it."
B0006C6ESO,"Urban guerrilla warfare;: With an appendix: Minimanual of the urban guerrilla, (Adelphi papers)",,A8X2QG0FN70XR,"Troy A. Lettieri ""Professional Warrior""",0/0,3.0,1339113600,Urban Peasant Warfare,"Urban Peasant Warfare""Urban Guerrilla Warfare"" by Robert Moss is a dated and re-hashed work. However, this work provides an analysis of the final phase of direct American involvement in the Vietnam War. Additionally this book provides an appendix with unabridged copy of ""Mini-manual of the Urban Guerrilla"" by Carlos Marighella. Overall not a bad book."
B000NOSVEU,Cat's Cradle,,A232KXT9QAQC1H,Cookies mom,0/0,5.0,1358294400,New religion,"He created the religion of Bokonon,and I am now a follower.Something was using him as a vessel because Kurt was kind of a jerk as a human being,but boy could he write interesting books."
1566395410,Batting Cleanup Bill Conlin (Baseball In America),44.5,A18FHFQ2MZ4I6A,Cleester,0/0,1.0,1324598400,Lying Piece of Human Excrement,"I had the experience of meeting Mr. Conlin and suffice to say his breath was ghastly and his words bombastic and verbose. But the condescending nature of his monologue translates extremely over 200 pieces of narcissistic ranting and pontificating about a sport that he knows absolutely nothing about. His access to his subjects was extremely limited which it came to light that he was violating the ethics of reporting by airing information that truly off the record. If only that applied to his own actions. Then he would be going to jail for the indiscretions he committed with underage boys and girls thirty to forty years ago instead of mocking and ridiculing them from the safety of his living room. In a just world this book would be taken off Amazon and Mr. Conlin would be suffering in a jail cell, going through the same abuse he executed for years on his helpless victims."
B0006E2W9C,Humboldt's gift (The 100 greatest masterpieces of American literature),,A16BJ43Z46QS3N,C. L Wilson,3/4,5.0,1138233600,no title,What a read! and listen. I simultaneously read and listened to this book on tape. And that was a good way to get through it and appreciate it. Fabulous combination of James Joyce and Woody Allen. This book won the Pulitzer (1976) and that same year Bellow won the Nobel Prize. Surely Cantabile is one of the most marvelous characters in all literature.
0435126024,Jane Eyre (New Windmill),14.02,A64DH1TMXQF2V,Charlene Heath,0/0,5.0,1357516800,Beautiful empowering story,"I never read this growing up and I had no real idea what it was about but just as you grow up and hear about Romeo and Juliet or other things that people around you refer to at times, I had heard of Jane Eyre in passing. I always wanted to go ahead and read some literature and some classics but didn't know where to start so out of the blue I saw a message in email one day that Jane Eyre was free so I downloaded it and began to skim through it. I ended up reading it right away and devouring it. I absolutely loved this story and the writing was so beautiful and thought provoking and I immediately thought to myself &#34;THIS is what a writer should 'sound' like&#34;. I want my daughter to read it because I take away from the story that it is okay to be yourself, to be humble but proud of being who you are. To be true to yourself and be strong and though difficulties come your way, you can and will get through them. I wish I had read it when younger and had made it a part of my references as I grew and to have it to fall back on in my mind but I didn't but I am sure glad I have finally read it and now I look forward to also watching a movie about it that I found :). I know it won't ever be as good as the book was but I will watch it anyway and probably - I may even read the book again!"
1560252499,Wild Child: Life with Jim Morrison,15.85,A20NM3111ZDR3U,"S. Simpson ""mattadoors""",11/20,5.0,994291200,Back-Door-Man !,"I don't know how all these people can say that Linda Ashcroft never had a relationship with Jim Morrison when clearly the film of her swimming in the river is readily available to the public on a Doors video from one of the songs on their first album. So to all you non-believing pricks out there who want to know the truth i'll let you figure out which one it is. This biography is very well written and very emotionally touching. It is a very sweet and caring account of the Jim that most of the public did not know and still seems largely ignorant of. I have read all of the other books on Jim Morrison and this one is definitely at the top of the list. Another thing, pretty much everything Jim wrote or sang about had at least two meanings. What makes you think that LA Woman was ONLY about Los Angeles ? In reality it also means Linda Ascroft...his &quot;little L.A. Woman&quot;...the little 5'3&quot; sweet thing who was his true love. Courson and Kennealy were vultures by comparison, Pam was the only real gold-digger. The only &quot;Fatal Attraction&quot; was Jim's own Romeo-and-Juliet flawed Love for Pamela...that in the end destroyed him...anyone who really knew Jim would know this... he was the victim of his own heart and love... Love was the only thing he believed in, that is why he never owned a house and just traveled from hotel room to hotel room like a nomad. He didn't believe in money or possessions or the &quot;things&quot; of this world. WAKE UP !"
0312926022,Sanibel Flats (Doc Ford Novels),4.34,A2OXGZQFBXBAAO,"Trina Stasiak ""just wondering""",1/2,5.0,1277337600,"Hit for the cycle, read them all!","First heard about Randy Wayne White in the Dining Section of the NY Times, Kindle version-great shrimp recipe. Ordered 2 of this novels based on that, and have now ordered 5 more in the series. Couldn't imagine a better way to spend my time on the beach this summer (marine biology, spy thriller, coastal islands w/stilt houses, mythology & anthropology, seafood recipes; he even references baseball. Perfect."
B000PGC9SU,"Autobiography Of Benjamin Franklin, The",,A1QVQ59NM2AOHH,Bob Neal,0/0,5.0,1354406400,Wow,"Best autobiography I've ever read. Benjamin is the bomb! I would have paid for this book, but for free, bonus! Read it and you'll feel like an unworthy, idle American and human being after reading it."
1578561795,"Mary, Did You Know?: The Story of God's Great Plan",,A1S2X1SC9L11TO,Katie P.,0/0,5.0,1318377600,Fantastic Christmas Picture Book for the Family,"An absolutely gorgeous picture book that features the words to Mark Lowry's popular Christmas song, ""Mary, Did You Know?"" This book is simply stunning. I happened to stumble across it one day while I was weeding my library's Juvenile collection (needless to say, this book stayed!) The illustrations so captivated me, I read it on the spot.The short and simple text make this story a great pick for very young children, and yet the words are so profound that this book can be genuniely enjoyed by all. A great pick during Christmas time for the entire family! 6 Stars"
B000FFQ85G,Jane Eyre / Wuthering Heights,,,,0/0,3.0,923011200,Not Bad...but also not Great!!,"I didn't not like this book, but I also didn't like it very much either. The characters were all confusing and Heathcliff was the worst one of all!! Catherine the daughter was a confused character, sometimes I think along with other readers......that Emily wrote this to compete with her sisterm b/c she didn't feel loved enough and had probelms of her own that she could onlt deal with by writing a book that basically describes her life and what happened in her life from Childhood to her adulthood. Emily Bronte is a great writer but this was not one of her great books. I would not recomend this book to those who do not like to read too much. If you like to read then you will like this book!!"
B000GTPRM6,Hangman (SIGNED),,A3BWN1XK7TRDU4,Christopher Flavin,1/1,5.0,990748800,A new fan of Michael Slade,"I found this book sitting in my office, while my ship (I'm in the Navy) was going through a rehab period. I took it down to berthing and started to read, I was up all night. I couldn't put this book down. Every part of it from the characters, to the plot, etc just keeps you hooked. I usually read books by Tom Clancy and similar authors and now I must get the rest of the Michael Slade books. If you are new to the suspence genre, then start here. You won't be disappointed."
0743470958,Heretic: The Templar Chronicles,,A3HYOG85CKNX2J,"Maria Schneider ""Maria E. Schneider""",17/17,5.0,1292284800,Fabulous page-turner,"The Heretic is easily one of the best books I've read all year. If you read and enjoyed The Adept Series by Katherine Kurtz and miss that series now that it has ended, this one is for you.There are several POVs, but the characterization is outstanding enough that I ended up caring about several characters--a rare feat by an author indeed. The paranormal elements and world building are consistent and well-done. The pacing is fantastic.This book managed to be action-packed and deal with military and Templar issues without being the least bit dry or preachy. It's got tough guy AND heart. The best news for me was to find that the entire trilogy is already available. I've already downloaded the second book.If you liked Da Vinci code, this one is notches and notches above--everything Da Vinci could have been and wasn't. If you didn't like Da Vinci code and never got the excitement over the themes, give this a shot. It did everything right."
1596073861,1906,26.99,AUX4W04DPHAYN,"Geri Spieler ""gspieler""",3/4,5.0,1106438400,Captured by the first sentence...,"The moment I read the well crafted first sentence of 1906, I was hooked. Dalessandro has complete control of his craft, and molds the setting, characters and history into a rich, fascinating tale.The back-story of the 1906 San Francisco earthquake takes on a personal tale of corruption, greed and treachery otherwise buried in the rubble of bricks and inferno of fire.As a professional researcher, I have great respect for the detail and historical accuracy Dalessandro put into this momentous of tasks. I know the time and energy it takes to dig out the tiniest of gems that take historical fiction from the level of average to height of exceptional.This book is exceptional. 1906 is one of the rare books I could not put down, and spent every spare moment buried in the plot.I highly recommend this book."
0800784898,Caught Up Into Paradise,,AWHN7BSXVOGG4,Richard Lokken,3/6,5.0,1074556800,Judge not and ye shall not be judged.,"I realize that Dr. Ebby made a mistake in saying that he wouldlive until Christ's return, but let's not forget the life of theman. There is no question in my mind that the good Doctor wasa man of God - this I think most of us can agree on. I thinkwe should be very careful when we place ourselves in judgementof others. Let's remember the wonderful things he did and said and not the one mistake he made in a lifetime of valuable service to God. Jesus himself said, &quot;judge not and you shall not be judged&quot; - Matt. 7:1. There was only one man that ever lived a perfect life and his name is Jesus."
B000KIT9U4,"The Shelters Of Stone - The Earth's Children Series, Book 5",,,,4/6,2.0,1065484800,The Shelters of Stone,"I have waited for a very long time for this book and when I finally read it I was very disappointed. The book continues on and on about the scenery. I found myself just quickly glancing over many pages and was bored with alot of the book. I was really looking forward to the same type of book Jean had written in the past,I couldn't put those books down. I was very disappointed with this book. If it would of been the first of Jean's series I would never have read another one."
B000HUI3B6,Teacup Full of Roses,,AXGAHX5JDN08S,L. Tunstall Scott 4,0/0,5.0,1039564800,Straight From L. Tunstall,"The book A Teacup full of Roses was basically talking about a black strong family who was struggling but worked very hard to get what they wanted. The mother,Mattie cared a lot about her son, Paul who does drugs. David, the youngest brother was very determined and hard working. The Aunt, Lou always talked about death and the father always watched Tv or read a newspaper. My favorite character was Joe because he was so determined to do what he had to do. A Teacup full of Roses was a book based on family. The main characters in the book were the Mom, Dad, Joe, Davey, Paul and his girlfriend."
067088863X,Soldier X,,,,1/1,5.0,1080691200,SOLDIER X,"""If discovered, I would be killed. Even playing dead will not save me; even dead, once found, I would be skewered at the end of a bayonet,"" says Erik Brandt, in World War Two. This is a quote from Soldier X by Don Wulffson. Erik, also known as X and Aleksandr Dukhanov, starts off as a German translator. After an attack by the Russians, Erik finds himself, injured, behind enemy lines. When Erik pretends to lose his memory, he disguises himself as Aleksandr Dukhanov. At the hospital, Erik falls in love with Tamera, a Russian nurse. When the Germans attack, Erik finds himself with Tamera and some of his friends, lost in the forest. Will they find saftey? Will they die? Find out by reading the book.Soldier X has many great descriptions and sensory images. There are many times in the book, where the author talks about battle fields in beautiful description. He talks about ""broken, life-size rag dolls, laying dead on tanks."" Wulffson also talks about many injured soldiers lying in a hospital. I recommend this book to anyone who is insterested in World War Two and war stories. I would expecially recommend this book to boys and girls ages 11 to 13. I hope you read Don Wulffson's Soldier X. Come join the adventure of a World War Two soldier!"
B000J1KOSI,Ten Little Niggers,,A3LRWGHT6NOFJH,CD Morgan,2/7,5.0,987292800,Now I'm QUALIFIED to kill.......,"One of the best books in the collection! A friend loaned me her copy and I plotted her death to own this book, but now I must find it and add it to my collection of &quot;most favored&quot; titles! My friend, like the book, lives on long after closing the cover."
B000HQVVDW,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),,,,11/13,5.0,859248000,A Mystery Without a Murder?,"Dorothy L. Sayers' book _Gaudy_Night_ is one of the best mystery books ever written, if you enjoy beautiful, educated writing and brilliant, sympathetic characters, not to mention a great plot. Harriet Vane, one of the first female Oxford graduates, like the author, struggles with poison-pen letters, personal focus, and the attentions of Lord Peter Wimsey as she returns to Oxford after attending the annual Gaudy (a reunion of old students). Without a corpse in sight, the book may not appeal to many readers of grity detective novels, but this mystery is solved with wit, wisdom, and Vergil. For what more could one ask?_Gaudy_Night_ is eriudite as well as entertaining, standing up well to the passing of over six decades. The themes of academia versus business, career versus marriage, and town versus university are still alive today. The writing of Dorothy L. Sayers is not to be missed, and this is arguably her best book (along with _The_Nine_Tailors_)."
1586216147,The Notebook,,A1OB2BYSIK4T6F,"Gussman ""Gussman""",0/0,5.0,1105833600,The other passengers on the plane thought I was crazy!,This was my first Sparks book and I loved it. It is a quick read. I read the entire book on a flight and the other passengers probably thought I had lost my mind as the book moved me to tears on the plane ride.
9626341947,Little Women,20.68,A2I0ZEML7RPW3S,Amy,0/0,5.0,987638400,Historical Fiction for all Readers,"Little Women was an amazing book that pretty much kept me reading the entire time. I was first attracted to the book because of the obvious factor: the youngest and most rebellious had the same name as me! I first read the children's edition to get the main idea of the story, then bought the original novel and read that. I was captivated by Alcott's style of writing and subtle-ness at important parts of the story so that the reader can decide for themselves what was about to or already has happened.I would suggest this book to anyone because it inspired me and I hope it will inspire somebody else."
0306807815,Blackbird,,A2IAZ4UEG67OCQ,"""picabo1125""",7/8,1.0,948153600,garbage,"I was this close to buying this book at Amazon.com until I read all the bad reviews for it so I decided to borrow it from a library instead. Boy, I am now glad I didn't waste my money on this trash. I know that Paul McCartney wasn't as angelic as his image portrayed him when he was a Beatle but the author of this book makes him out to be a drugged out sleaze bag. It's a real shame trees had to die so this book could get printed. The only purpose this book serves is to line the bottom of a birdcage."
0963106090,"St. John Feet, Fins and Four Wheel Drive",15.0,A27AGSZ30MF1SL,Verne G. Burden,4/6,5.0,1154908800,Local's Perspective,"The Book made our vacation! With this guide and a short morning drive we were home. Insider track - between the book and traveler forums we really know St. John, don't miss Skinny Legs. Great diving at Cannel Bay, surprising enough as good as Waterlemon.JB"
B000N6M7K2,The Picture of Dorian Gray (Penguin Classics),,AFYU5LXHZO5M3,"Vilbs ""vilbs""",1/1,4.0,1077926400,Every picture tells a story,"Rod Stewert once sang that &quot;every picture tells a story&quot;, and in no case is this more true than of one Dorian Gray. By now everyone knows that young Dorian makes a childish wish that a beautiful portrait of his should age in his stead, and that he should remain forever young and vibrant, and somehow this wish is granted. What follows is a tale of increasing debauchery and depravity that poison a man's soul, while leaving no visible clue upon his face.This is not the most entertaining or gripping novel that you will ever read. Far from it, in fact, but the real merits of the novel come not from the action and plot, but from the extremely clever dialogue and the shredding social commentary. (not surprisingly, this novel took a long time to get published, and was later used as evidence against Wilde during his trial for indecency) Wilde takes several shots at the aristocracy, especially their values, as well as art itself, hedonism, and the very concept of morality.Perhaps the finest aspect of the novel are Wilde's quotes, often through his favorite mouthpiece: Lord Henry Wotton. Henry serves as a goad to Dorian through all of his excesses, and he waxes philosophical upon almost any subject that he can get anyone to listen to. He's wonderful and horrible all at once, and best of all, he doesn't even believe half of what he says. This is definitely a 'classic' novel, and well worth the read. Again, if you're expecting high paced action you'd probably best look elsewhere, but if you're in the mood to think a bit, then chances are you'll enjoy &quot;The Picture of Dorian Gray&quot;."
1842121774,First Salute Pb,,AWJ7A2WXVSIBF,Joseph D. Irr,0/1,5.0,1168473600,The First Salute is Superb,"Specific interest in creating a replica of the Vessel Andrew Doria - the ship that received the First Salute from the Island of St. Eustatius, a Dutch Colony, led me to read this book. Barbara Tuchman reveals details of an important event in the beginnings of our Nation during the early days of the War of Independence. She also delves into the strength and weaknesses of the British Navy during that important period of history. Also the book develops a clear understanding of the details of how weapons and munitions found their ways to the Colonial Government's armies from manufacturers in Europe. This excellent work provided me with important new insights on the role of a very small Caribbean island in the struggle for indepence of the USA."
B000HT5FGS,We Were the Mulvaneys (A William Abrahams Book),,A30ZPSYOGFJXR6,Manola Sommerfeld,2/2,4.0,1020988800,Karmic JCO,"JCO is not an author for everyone. She can be so detailed in her descriptions and focus on minute items and spend pages and pages on them. I happen to love the way she writes, but understand that many people do not have the patience to deal with this.I can see how diehard fans of JCO resent her for writing this novel. I can also see how this book was chosen to be an Oprah selection. I got through its 454 pages at times loving it and at times hoping for a near end. Here's the positives:The demise of the family has a very karmic feel to it. Corinne comes through as a very haughty woman despite her Christian beliefs. Michael Sr. places a very high value on status, and wants to be accepted by those he perceives as ""worthy"". If Corinne had been a little bit more like Michael and viceversa, the family would have survived (and then we would have no book!).There is a big element of surprise throughout the story. When you think it cannot possibly get any worse, it does.Character development is perfect, to the point that you get to intimately know everybody in the book. The parents and the children all have important roles, except for Michael Jr., the least relevant.Horror is a difficult genre. For horror to be truly successful, it must be unexpected. The banishment of Marianne by her loving and adoring parents after her rape is one of the most horrific moments in JCO's works. What exquisite cruelty! Michael Sr., himself banished from his family and deeply hurt by it, inflicts the same pain on his own fresh and blood.Here's the negatives:The book started great, but lost momentum at the end. I was particularly disappointed with the last scene, the 4th of July reunion. JCO is far more sinister than that, but maybe she is tired of writing high-caliber literature that does not have a huge following, and decided to show everybody that she too can write an Oprah bestseller. Good for her.I have a hard time accepting poor grammar and punctuation, even when it is used for the sake of reality. In this case it doesn't fly. Judd is the narrator, and he is a newspaper editor. It is not inconceivable to expect perfect punctuation from him, yet at times commas shine in their absence.All in all, a keeper."
0292733224,Other Inquisitions 1937-1952,,,,8/11,5.0,963705600,Borges!,"Borges is at his best in this stunning collection of essays. &quot; A meeting in a dream&quot; is a masterpiece, a beautiful essay on love by one known more for being metaphysical than romantic. The rest of the essays sparkle as well. WOnderful!"
1410797198,Nikita: Book 1 of the Mike Danvers Series,19.95,A15SUS0F0FUF22,Philip Murphy,2/2,5.0,1071792000,Fantastic First Book,"Thom Robinson is the modern day Ian Flemming. His first book, Nikita, is a masterpiece. His descriptions build perfect mental images and his use of his world travels develops into a book that you can't put down. I can't wait to read more of his works. Mr. Robinson is going to be a world-class writer."
0582418291,Penguin Readers Level 6: Misery (Penguin Longman Reader Level 6),,AIYACFQQGKMGD,Sam,0/0,4.0,977875200,Enjoyable Read,"As a fan of King I have read most of his works, and I would label Misery as an enjoyable, exciting read. The plot is well crafted, and the dementia of Annie Wilkes is interesting and frightening in the same breath. The book allows the reader to reconsider the celebrity-fan relationship, but as one reads deeper into the novel, one will realize that the psychotic tendencies of Ms. Wilkes has very little to do with her prisoner being a famous author. Psychologically intense and encompassing, a must read for any fan of psychological literature."
B0006CH474,Fascinating womanhood,,A3SR09JP9LTG98,"laxidaxi ""jane""",28/38,1.0,1232582400,DH and I have a great relationship... because I avoided this book,"My husband and I have a great relationship and he openly says there's no way he'd be interested in someone who had to follow these horrific rules in order to ""manage"" him. What is good about a relationship where you have to act like someone else to make him happy?! That should scare the crap out of you. Get out of the relationship or don't get into one until you know what you want. Horrific--though it would be ""fascinating"" for a psychological study of the nutty."
B000CBG7TU,God Calling,,A38WCTHCRPBLXZ,"Margaret Robertson ""Avid Reader""",0/0,5.0,1286841600,God Calling,"I already have the book entitled JESUS CALLING, and I thought this would be a good book to have also. It is just as good as the one I already had. I try to read books like this each day with my daily Bible readings."
B000NWQXBA,The Hobbit,,A2N06GYCPFM907,Margaret C Herrera,0/0,5.0,1358899200,EXCELLENT!,This book is so well illustrated and the story itself is a wonderful tale. The shipment arrive ahead of the expected date. Book was in excellent condition!
B0000CMQXK,The Source,,A2K2M0LUSTX3N3,Cheri Woolsey,3/3,5.0,946684800,A &quot;source&quot; for information on how religion has formed.,"This is Michener at his best! Very informative, engrossing, and hard to put down. Anyone who wishes to understand religon in general, and Judaism in particular, should read this book."
B000NPV844,Alice's Adventures in Wonderland / Through the Looking-Glass,,AJ76KUEFSLT15,jana,0/1,4.0,1270252800,Best [cheap] illustrated version for Kindle,"Buying a copy for $10 seemed silly when there are so many options for less than $2. This is the best of the cheap ones. As another reviewer stated, the poetry format is not as good as it could be -- but at least it's formatted like a poem! This version contains the original illustrations, but other versions appeared to have additional original-looking illustrations included. I'm not sure why there's the difference."
1856867323,Hannibal (Hannibal Lecter),,A2ABT3DPRWHX2U,dpelath@pli.edu,1/1,4.0,929318400,Solid reading with a twisted ending,"Intense, provocative. I find myself reading and enjoying this book and wondering if perhaps, I, myself am somewhat sick, deranged. Harris finds a way for us to empathize with Hannibal and endure our disgust for such a man at the same time. Hannibal's love of the fine arts and instinct of knowing what a woman likes, paints a romantic picture of the cannibal.The depiction of Hannibal's fate by Mason Verger, if he were captured alive, is brutally gruesome and strangely justified that my heart beats with anticipation wanting and not wanting it to happen. I beg to know where Clarice will stand when the showdown begins and ultimately am dissapointed in the ending.Harris shows his ability as a skilled writer by making readers want to cheer for the bad guy and despise the ones who are seeking justice.I think 7 years was worth the wait for this fabulous book, but the last few chapters leave much to be desired. Harris could have done so much more, but perhaps he is holding out for a 4th book??? =)"
B000GQG7D2,The Hobbit,,,,0/0,5.0,908064000,To All The People Who Hate This Book...,"I was reading some of these reviews and I am quite shocked! These people that don't like this book are just to stupid to understand it. Their sense of adventure is completely thwarted. Of course little kids aren't going to understand this book, but I was 10 the first time I read this book and I was captivated from the beginning to the end. I am now 14 and I have read a lot of different kinds of books and still I have not found one that kept me turning pages like The Hobbit. THIS IS EASILY THE BEST BOOK I HAVE EVER READ!!"
B00086Q244,"How to Win Friends & Influence People (Cardinal Editions, C 303)",,A3R5BU2O3VFTNO,"Yisrael Dubov ""Maestro""",0/0,4.0,1294185600,Carnegie is a Legend!,"A true professional in the area of ""people"". Where ever the situation involves people, Dale can help. He talk about everything from ""How to win an argument"" to ""how to speak better in public"". And just because you have friends doesn't mean you can't use this book, it will tell you how to be a BETTER friend. Ask your friends whether you can be a better friends 95% of them will say yes (if they say no, its because they don't want to hurt your feelings).BUY THE BOOK!!"
159335648X,"Killing Floor (Jack Reacher, No. 1)",39.25,A3M51PHTNCP1CL,"gb ""Amazon shopper""",0/0,5.0,1171152000,Lee Child/Jack Reacher,Anything Lee Child writes - especially about his character Jack Reacher - is a guaranteed thriller. What a wonder character Reacher is! My husband and I cannot wait for the next book!!
B000P03ZR0,A PATCHWORK PLANET.,,A3RQCTEMPG0ZZR,Sheldon S. Kohn,5/5,5.0,978998400,A Meditation on the Effects of Time,"I have long been a fan of Ann Tyler's work, and she continues to amaze me. In ""A Patchwork Planet,"" Ms. Tyler offers another in her long line of unforgettable dysfunctional families. Thematically, she makes time, its effects and illusions, a center of her meditations.As I read through the text, I found myself thinking a lot about the effects that time has on families. In Barnaby Gaitlin, her protagonist in this tale, we find an unpromising man who is stuck in time so far as his family is concerned. His adolescent exploits into juvenile delinquency provided some of the glue that cemented his place in the family as its problem, its focus of problems, its excuse for staying stuck as the years pass by them all. Through the course of the narrative, Barnaby attempts to extricate himself from this stuck position. His efforts to change his life are made concrete through the process of paying back money to his parents. We see yet again that beliefs are almost never challenged by facts, and almost never displaced by another's actions.The wonderful cast of elderly characters that comprise Barnaby's clients for his job with Rent-A-Back display another side of time. Any and all human battles against time are futile. One of the most interesting aspects of this novel is seeing the way that people cope with the inevitable diminished abilities that are a part of aging. If we are lucky enough to have a long life, we will all eventually be included among those ""old people.""Sophie, Barnaby's girlfriend, serves as his ""angel,"" in line with a Gaitlin family tradition. As such, she shows why it is never a good idea to ask an angel to stay. Sophie refuses to struggle with time and change, preferring to sacrifice her money more than her heart. Through Sophie, we see how we could have lost the truth left in the wake of those who came into our lives briefly and departed quickly. Such people often effect us most deeply; sometimes they completely change our direction in life. Such encounters hold only time enough for possibility and no time at all for the mundane disappointments that mark all our closest relationships. In the end, perhaps we should rejoice that our angels left us as quickly as they did.I have noticed that in each of Ms. Tyler's books there is a short passage or moment that remains with me long after I finish the book. In ""The Accidental Tourist"" it is a short passage in which one of the cousins asks Macon if his dead son will forgive him for forgetting what he looked like. In this book, there is a short passage in which Martine, Barnaby's Amazonian female partner at Rent-A-Back, describes being surrounded by children who think that she is old. It's a touching description of the surprise that one must feel when one realizes that one is old, more powerful because it is framed by one who eschews both tradition and weakness.""A Patchwork Planet"" is highly recommended. It's a keeper, as are all of Ann Tyler's books."
1563898047,Swamp Thing Vol. 5: Earth to Earth,,A2B9Y0WXNSN17U,doomsdayer520,18/18,5.0,1052524800,His Blue Heaven,"If you've read the prior collections in this series and you thought things couldn't get any better, well you ain't seen nothing yet. This installment of the Swamp Thing graphic novel series contains just six issues from Alan Moore's run (#51-56), but that does include the double-sized blockbuster issue #53. In any case, quantity is meaningless here because Moore and his artistic team have reached the dizzying heights of their powers, unleashing the most mindboggling and gutwrenching stories in comic history. The basic subplot running through the series at this point is Abby's arrest for immoral conduct while Swamp Thing was off saving the universe, and her escape to Gotham City. As Swampy is searching for his true love, she is being held by the authorities in Gotham. In the overwhelming ""Garden of Earthly Delights"" (issue #53) Swamp Thing unleashes his full elemental powers on the uncaring city that imprisons his lover, and even temporarily defeats Batman in the process. Sadly, Swampy is supposedly assassinated by government agents, and finds his spirit floating in outer space. This is where Moore's imagination really goes into overdrive, giving us the highly unique and moving story ""My Blue Heaven"" (issue #56), a tremendous tale of loneliness and soul-searching, where Swamp Thing is blue in more ways than one. This episode is also another pinnacle for the artistic team, and much credit must go to colorist Tatjana Wood for her moody and unconventional work. By this point regular artists Stephen Bissette and John Totleben had mostly moved on - Bissette was only doing the covers and Totleben's only major contribution is ""Garden of Earthly Delights."" The artistic torch had been passed to the outstanding team of Rick Veitch and Alfredo Alcala, who barely miss a beat in keeping the series' haunting and lovely artwork rolling. The only sad thing about this edition of the Swamp Thing series is that fact that Moore's run would soon come to a close."
B000FELJBU,Alfred Hitchcock Presents 12 Stories for Late At Night,,A3GEMZIWRR48Q0,lisa,8/9,5.0,1318204800,Simply magnificent,"The Handmaid's Tale by Margaret Atwood was recommended to me by a friend, and I was bowled over by the novel. I devoured it in a few days (a feat itself as I have a youngish family) and was left with that sad feeling, an almost a bereft feeling, I get when finishing a truly great novel.In this dystopian alternative present, Offred is a handmaid, assigned to a Commander and his `infertile' wife. Her only reason to live, to be allowed to live, is for procreation. In the land of Gilead, once the United States, women have been suppressed almost entirely. Eyes watch for anyone behaving out of the allowed norms that have been established, and punishment is either execution, to later be hung on display on the wall surrounding the centre of Gilead, or to be sent to the poisoned and radioactive lands and for an untimely and painful death. For now, Offred is avoiding the latter fate, but only by performing a monthly ceremony, the culmination of which involves the Commander inseminating her.But her time is running short. If she does not fall pregnant soon, she will be sent to the poisoned lands in disgrace. When she continually fails to fall pregnant, Offred, aided by the Commander's wife, looks elsewhere for viable sperm.What stayed with me after finishing this novel, other than the desperate need to find out the rest of her tale, and my feeling of abandonment by the author in not finishing the handmaid's tale (she left me hungering for more, much more), was the method in which the book was ended. Without giving too much more away, I was offended by the documentary style finish. Not offended as in unhappy with the author, but offended by the last characters I met. How dare they refer to Offred so casually, laugh at her issues, make light of her life. She had become very real to me, and I wanted to stick up for her pain, her solitude, all she gave up to become a handmaid.What I came away with was a better sense of my own past, of the real people who have lived through adversity, a bigger respect for their struggles and their courage for these real people who made their real stories known. I still hunger to know what happened next, and probably will for some time yet. One thing I do know, I will be thinking about this novel for a long time."
B000067GAY,Rainbow Six,,A3BG3H2ZVLJHR,Rex Camp,0/0,5.0,1361491200,Great adventure,The Rainbow Six team continues in the best Clancy tradition to fight for right and overcome great personal risk to fulfill the mission.
0747537690,Buddhism Without Beliefs,,A3P58UIKRGUFDM,"sherri rosen ""Sherri Rosen, Publicist,NYC""",2/12,5.0,990748800,"Exciting, Inspirational, and confrontational","I was very fortunate to be the publicist for this wonderful book. Doing publicity on a book written by such a bright man, and totally loving the book, made my job an easy and delightful one. I highly recommend it to new and old students of Buddhism."
B000QAA98W,Stranger in a Strange Land,,A3P8PFGN7WMA6T,Joel Herman,0/0,3.0,1360022400,Stranger in a Strange Philosophy,"Definitely worth a read for sci-fi fans but I'm not sure if it has appeal beyond that. It was a quick read and kept me turning the pages. However I did get a little annoyed with Heinlein's strange philosophy, which seemed to suggest our moral system is the reason people are unhappy. Despite disagreeing with some of what he had to say the premise behind the book was enjoyable and I think he really pulled it off."
